State,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
Karnataka,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karnataka,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,2. 15-49 yrs,7,6,3,7,1,5,5,17,16,14,15,5,101
Karnataka,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karnataka,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,4. Total,7,6,3,7,1,5,5,17,16,14,15,5,101
Karnataka,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,1. 6-14 yrs,NA,1,NA,NA,NA,1,NA,2,NA,10,17,16,47
Karnataka,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,2. 15-55 yrs.,NA,NA,1,NA,1,NA,NA,4,3,40,62,85,196
Karnataka,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,3. Above 55 yrs.,NA,NA,NA,NA,NA,5,1,5,2,7,19,15,54
Karnataka,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,4. Total,NA,1,1,NA,1,6,1,11,5,57,98,116,297
Karnataka,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,1. 6-14 yrs,NA,NA,NA,NA,NA,3,NA,NA,NA,5,7,10,25
Karnataka,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,2. 15-55 yrs.,NA,2,2,NA,2,1,3,3,2,57,63,99,234
Karnataka,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,3. Above 55 yrs.,NA,NA,5,4,7,NA,5,5,4,21,8,31,90
Karnataka,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,4. Total,NA,2,7,4,9,4,8,8,6,83,78,140,349
Karnataka,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,1. 6-14 yrs,NA,NA,1,NA,NA,NA,NA,NA,NA,29,23,17,70
Karnataka,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,2. 15-55 yrs.,NA,1,1,NA,1,3,1,2,4,80,47,21,161
Karnataka,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,3. Above 55 yrs.,NA,NA,NA,NA,1,3,NA,5,11,28,15,7,70
Karnataka,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,4. Total,NA,1,2,NA,2,6,1,7,15,137,85,45,301
Karnataka,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,1. 6-14 yrs,18,NA,NA,NA,NA,NA,1,2,NA,32,18,21,92
Karnataka,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,2. 15-55 yrs.,23,1,5,10,3,6,9,6,3,185,185,97,533
Karnataka,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,3. Above 55 yrs.,44,9,NA,25,2,5,26,57,15,40,50,69,342
Karnataka,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,4. Total,85,10,5,35,5,11,36,65,18,257,253,187,967
Karnataka,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,1. 6-14 yrs,NA,NA,NA,NA,NA,1,NA,NA,NA,3,12,34,50
Karnataka,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,2. 15-55 yrs.,NA,NA,NA,NA,1,NA,NA,NA,NA,93,79,168,341
Karnataka,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,3. Above 55 yrs.,NA,NA,4,3,4,NA,NA,9,4,60,110,103,297
Karnataka,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,4. Total,NA,NA,4,3,5,1,NA,9,4,156,201,305,688
Karnataka,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,1. 6-14 yrs,NA,NA,NA,NA,NA,2,NA,NA,6,26,13,51,98
Karnataka,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,2. 15-55 yrs.,NA,1,NA,3,10,3,3,2,14,291,449,515,1291
Karnataka,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,3. Above 55 yrs.,NA,5,11,13,21,16,13,21,20,501,639,752,2012
Karnataka,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,4. Total,NA,6,11,16,31,21,16,23,40,818,1101,1318,3401
Kerala,1.1,Total number of pregnant women Registered for ANC,TOTAL,45474,47895,48857,52095,50767,52661,50868,51525,47645,49066,47996,47052,591901
Kerala,1.1.1,Of which Number registered within first trimester (within 12 weeks),TOTAL,14198,14844,29615,31227,30982,31174,32699,33325,31148,31812,28771,30239,340034
Kerala,1.2,Number of Pregnant women registered under JSY,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,1.3,Number of pregnant women received 3 ANC check ups during pregnancy,TOTAL,32968,35345,35924,38250,39303,38427,38935,39344,38312,39348,37928,38520,452604
Kerala,1.4.1,Number of pregnant women given TT1 during current pregnancy,TOTAL,39833,42158,41096,42867,42171,42756,48023,45057,41737,43218,41770,41302,511988
Kerala,1.4.2,Number of pregnant women given TT2 or Booster during current pregnancy,TOTAL,16006,17202,42667,44510,44312,44433,49861,46434,44709,44258,43450,42409,480251
Kerala,1.5,Total number of pregnant women given 100 IFA tablets,TOTAL,36176,37750,35957,36156,34211,30914,27864,24819,21309,18584,12258,11298,327296
Kerala,1.6.1,Number of new cases of Hypertension (BP>140/90) detected in Pregnant women at the institution,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,1.6.2,Number of Eclampsia cases managed during delivery,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,1.7.1,Number of Pregnant women with anaemia i.e. Hb level<11 (tested cases),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,1.7.2,Number of Pregnant women having severe anaemia (Hb<7) treated at institution,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,1.8,Number of pregnancy test kits used at SC level,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,2.1.1.a,Number of deliveries conducted at Home and attended by trained SBA(i.e. Doctor or Nurse or ANM),TOTAL,15,18,24,31,17,22,9,38,19,27,23,26,269
Kerala,2.1.1.b,Number of deliveries conducted at Home and attended by non trained SBA (i.e. trained TBA or Relatives etc.),TOTAL,134,144,117,134,117,97,86,102,86,107,108,123,1355
Kerala,2.1.1.c,Total number of deliveries conducted at Home and attended by trained or non-trained SBA (i.e. sum of 2.1.1.a and 2.1.1.b),TOTAL,149,162,141,165,134,119,95,140,105,134,131,149,1624
Kerala,2.1.2,Number of newborns visited within 24 hours of delivery for deliveries conducted at home,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,17302,16484,16084,14867,14062,14825,16018,13713,14732,14219,13474,15778,181558
Kerala,2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kerala,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,218,190,202,227,194,156,250,164,269,243,277,260,2650
Kerala,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,3918,4319,4179,3803,3804,4119,4325,3849,3929,3724,3390,4058,47417
Kerala,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,769,781,935,744,489,484,362,1349,1365,1420,1372,1536,11606
Kerala,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,4905,5290,5316,4774,4487,4759,4937,5362,5563,5387,5039,5854,61673
